,Cmd,Ct_err,Cc_err,CD,SP
"('M0M1_0.012_0.038_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.27743522,-100,168,279
"('M0M1_0.012_0.038_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,6.836545567,-100,168,279
"('M0M1_0.012_0.038_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.27743522,-100,168,279
"('M0M1_0.012_0.038_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,6.836545567,-100,168,279
"('M0M1_0.012_0.038_BBB', (0, 0, 0, 0, 0, False))",,1.361768601,-100,222,278
"('M0M1_0.012_0.038_BBB', (10, 0, 0, 0, 0, False))",,5.4572622,-100,222,278
"('M0M1_0.012_0.038_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.839083078,-100,220,280
"('M0M1_0.012_0.038_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.103313196,-100,220,280
"('M0M1_0.012_0.038_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.839083078,-100,220,280
"('M0M1_0.012_0.038_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.103313196,-100,220,280
"('M0M1_0.012_0.038_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.839083078,-100,220,280
"('M0M1_0.012_0.038_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.103313196,-100,220,280
"('M0M1_0.012_0.03_AAA', (0, 0, 0, 0, 0, False))",,1.881758086,0.669121424,122,298
"('M0M1_0.012_0.03_AAA', (10, 0, 0, 0, 0, False))",,7.201510209,2.219820829,122,298
"('M0M1_0.012_0.03_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.504848647,1.314788544,110,310
"('M0M1_0.012_0.03_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.577711987,2.505396904,110,310
"('M0M1_0.012_0.03_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.504848647,1.314788544,110,310
"('M0M1_0.012_0.03_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.577711987,2.505396904,110,310
"('M0M1_0.012_0.03_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,2.504848647,1.314788544,110,310
"('M0M1_0.012_0.03_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,6.577711987,2.505396904,110,310
"('M0M1_0.012_0.03_ABA', (0, 0, 0, 0, 0, False))",,1.972682265,0.98295148,272,217
"('M0M1_0.012_0.03_ABA', (10, 0, 0, 0, 0, False))",,6.11283246,2.24461833,272,217
"('M0M1_0.012_0.03_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,2.463319616,1.80996295,272,217
"('M0M1_0.012_0.03_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,6.425325558,2.815365469,272,217
"('M0M1_0.012_0.03_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,2.463319616,1.80996295,272,217
"('M0M1_0.012_0.03_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,6.425325558,2.815365469,272,217
"('M0M1_0.012_0.03_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,2.463319616,1.80996295,272,217
"('M0M1_0.012_0.03_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,6.425325558,2.815365469,272,217
"('M0M1_0.012_0.03_BAB', (0, 0, 0, 0, 0, False))",,2.829548672,1.044641379,162,203
"('M0M1_0.012_0.03_BAB', (10, 0, 0, 0, 0, False))",,7.390907197,3.032964215,162,203
"('M0M1_0.012_0.03_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.991977297,1.61552905,162,203
"('M0M1_0.012_0.03_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,7.083875648,3.623338383,162,203
"('M0M1_0.012_0.03_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.991977297,1.61552905,162,203
"('M0M1_0.012_0.03_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,7.083875648,3.623338383,162,203
"('M0M1_0.012_0.03_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.991977297,1.61552905,162,203
"('M0M1_0.012_0.03_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,7.083875648,3.623338383,162,203
"('M0M1_0.012_0.03_BBB', (0, 0, 0, 0, 0, False))",,2.12731131,1.019694729,168,252
"('M0M1_0.012_0.03_BBB', (10, 0, 0, 0, 0, False))",,7.546430805,3.170155675,168,252
"('M0M1_0.012_0.03_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,2.700314335,1.641243105,162,258
"('M0M1_0.012_0.03_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,6.571377736,2.676116482,162,258
"('M0M1_0.012_0.03_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,2.700314335,1.641243105,162,258
"('M0M1_0.012_0.03_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,6.571377736,2.676116482,162,258
"('M0M1_0.012_0.03_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,2.700314335,1.641243105,162,258
"('M0M1_0.012_0.03_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,6.571377736,2.676116482,162,258
"('M0M1_0.012_0.0405_AAA', (0, 0, 0, 0, 0, False))",,2.23836894,-100,128,397
"('M0M1_0.012_0.0405_AAA', (10, 0, 0, 0, 0, False))",,5.761486462,-100,128,397
"('M0M1_0.012_0.0405_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.397501092,-100,116,409
"('M0M1_0.012_0.0405_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.362733995,-100,116,409
"('M0M1_0.012_0.0405_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.397501092,-100,116,409
"('M0M1_0.012_0.0405_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.362733995,-100,116,409
"('M0M1_0.012_0.0405_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,2.397501092,-100,116,409
"('M0M1_0.012_0.0405_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.362733995,-100,116,409
"('M0M1_0.012_0.0405_ABA', (0, 0, 0, 0, 0, False))",,1.606191056,-100,278,300
"('M0M1_0.012_0.0405_ABA', (10, 0, 0, 0, 0, False))",,4.651560166,-100,278,300
"('M0M1_0.012_0.0405_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.762711112,-100,274,304
"('M0M1_0.012_0.0405_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,4.778079333,-100,274,304
"('M0M1_0.012_0.0405_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.762711112,-100,274,304
"('M0M1_0.012_0.0405_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,4.778079333,-100,274,304
"('M0M1_0.012_0.0405_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.762711112,-100,274,304
"('M0M1_0.012_0.0405_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,4.778079333,-100,274,304
"('M0M1_0.012_0.0405_BAB', (0, 0, 0, 0, 0, False))",,1.768420009,-100,172,300
"('M0M1_0.012_0.0405_BAB', (10, 0, 0, 0, 0, False))",,6.227267376,-100,172,300
"('M0M1_0.012_0.0405_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,2.073587369,-100,168,304
"('M0M1_0.012_0.0405_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.598685895,-100,168,304
"('M0M1_0.012_0.0405_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,2.073587369,-100,168,304
"('M0M1_0.012_0.0405_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.598685895,-100,168,304
"('M0M1_0.012_0.0405_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,2.073587369,-100,168,304
"('M0M1_0.012_0.0405_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.598685895,-100,168,304
"('M0M1_0.012_0.0405_BBB', (0, 0, 0, 0, 0, False))",,2.903666327,-100,228,297
"('M0M1_0.012_0.0405_BBB', (10, 0, 0, 0, 0, False))",,5.547518748,-100,228,297
"('M0M1_0.012_0.0405_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.753343239,-100,224,301
"('M0M1_0.012_0.0405_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,4.390059144,-100,224,301
"('M0M1_0.012_0.0405_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.753343239,-100,224,301
"('M0M1_0.012_0.0405_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,4.390059144,-100,224,301
"('M0M1_0.012_0.0405_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.753343239,-100,224,301
"('M0M1_0.012_0.0405_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,4.390059144,-100,224,301
"('M0M1_0.012_0.0425_AAA', (0, 0, 0, 0, 0, False))",,2.737537668,-100,132,413
"('M0M1_0.012_0.0425_AAA', (10, 0, 0, 0, 0, False))",,6.184511491,-100,132,413
"('M0M1_0.012_0.0425_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.141142034,-100,120,425
"('M0M1_0.012_0.0425_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.273324319,-100,120,425
"('M0M1_0.012_0.0425_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.141142034,-100,120,425
"('M0M1_0.012_0.0425_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.273324319,-100,120,425
"('M0M1_0.012_0.0425_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.141142034,-100,120,425
"('M0M1_0.012_0.0425_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.273324319,-100,120,425
"('M0M1_0.012_0.0425_ABA', (0, 0, 0, 0, 0, False))",,1.091364571,-100,278,319
"('M0M1_0.012_0.0425_ABA', (10, 0, 0, 0, 0, False))",,4.777177393,-100,278,319
"('M0M1_0.012_0.0425_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.524849611,-100,274,324
"('M0M1_0.012_0.0425_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,4.653850075,-100,274,324
"('M0M1_0.012_0.0425_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.524849611,-100,274,324
"('M0M1_0.012_0.0425_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,4.653850075,-100,274,324
"('M0M1_0.012_0.0425_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.524849611,-100,274,324
"('M0M1_0.012_0.0425_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,4.653850075,-100,274,324
"('M0M1_0.012_0.0425_BAB', (0, 0, 0, 0, 0, False))",,2.118753912,-100,174,319
"('M0M1_0.012_0.0425_BAB', (10, 0, 0, 0, 0, False))",,5.695534241,-100,174,319
"('M0M1_0.012_0.0425_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.77896645,-100,168,324
"('M0M1_0.012_0.0425_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.026681305,-100,168,324
"('M0M1_0.012_0.0425_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.77896645,-100,168,324
"('M0M1_0.012_0.0425_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.026681305,-100,168,324
"('M0M1_0.012_0.0425_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.77896645,-100,168,324
"('M0M1_0.012_0.0425_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.026681305,-100,168,324
"('M0M1_0.012_0.0425_BBB', (0, 0, 0, 0, 0, False))",,2.365467693,-100,232,313
"('M0M1_0.012_0.0425_BBB', (10, 0, 0, 0, 0, False))",,4.776718633,-100,232,313
"('M0M1_0.012_0.0425_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.830353711,-100,228,317
"('M0M1_0.012_0.0425_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.436653203,-100,228,317
"('M0M1_0.012_0.0425_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.830353711,-100,228,317
"('M0M1_0.012_0.0425_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.436653203,-100,228,317
"('M0M1_0.012_0.0425_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.830353711,-100,228,317
"('M0M1_0.012_0.0425_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.436653203,-100,228,317
"('M0M1_0.012_0.0475_AAA', (0, 0, 0, 0, 0, False))",,2.720441358,-100,144,451
"('M0M1_0.012_0.0475_AAA', (10, 0, 0, 0, 0, False))",,7.007441336,-100,144,451
"('M0M1_0.012_0.0475_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.280182947,-100,130,465
"('M0M1_0.012_0.0475_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.209664522,-100,130,465
"('M0M1_0.012_0.0475_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.280182947,-100,130,465
"('M0M1_0.012_0.0475_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.209664522,-100,130,465
"('M0M1_0.012_0.0475_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.280182947,-100,130,465
"('M0M1_0.012_0.0475_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.209664522,-100,130,465
"('M0M1_0.012_0.0475_ABA', (0, 0, 0, 0, 0, False))",,1.944888015,-100,282,366
"('M0M1_0.012_0.0475_ABA', (10, 0, 0, 0, 0, False))",,4.265300273,-100,282,366
"('M0M1_0.012_0.0475_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.962002473,-100,274,374
"('M0M1_0.012_0.0475_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,4.768920366,-100,274,374
"('M0M1_0.012_0.0475_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.962002473,-100,274,374
"('M0M1_0.012_0.0475_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,4.768920366,-100,274,374
"('M0M1_0.012_0.0475_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.962002473,-100,274,374
"('M0M1_0.012_0.0475_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,4.768920366,-100,274,374
"('M0M1_0.012_0.0475_BAB', (0, 0, 0, 0, 0, False))",,2.55975175,-100,176,366
"('M0M1_0.012_0.0475_BAB', (10, 0, 0, 0, 0, False))",,5.796910075,-100,176,366
"('M0M1_0.012_0.0475_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.872428672,-100,168,374
"('M0M1_0.012_0.0475_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.674147908,-100,168,374
"('M0M1_0.012_0.0475_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.872428672,-100,168,374
"('M0M1_0.012_0.0475_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.674147908,-100,168,374
"('M0M1_0.012_0.0475_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.872428672,-100,168,374
"('M0M1_0.012_0.0475_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.674147908,-100,168,374
"('M0M1_0.012_0.0475_BBB', (0, 0, 0, 0, 0, False))",,1.883650869,-100,246,349
"('M0M1_0.012_0.0475_BBB', (10, 0, 0, 0, 0, False))",,5.160424765,-100,246,349
"('M0M1_0.012_0.0475_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.574308446,-100,240,355
"('M0M1_0.012_0.0475_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,4.811125274,-100,240,355
"('M0M1_0.012_0.0475_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.574308446,-100,240,355
"('M0M1_0.012_0.0475_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,4.811125274,-100,240,355
"('M0M1_0.012_0.0475_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.574308446,-100,240,355
"('M0M1_0.012_0.0475_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,4.811125274,-100,240,355
"('M0M1_0.012_0.0495_AAA', (0, 0, 0, 0, 0, False))",,3.070518776,-100,150,465
"('M0M1_0.012_0.0495_AAA', (10, 0, 0, 0, 0, False))",,5.730610812,-100,150,465
"('M0M1_0.012_0.0495_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.858974838,-100,136,479
"('M0M1_0.012_0.0495_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.529871313,-100,136,479
"('M0M1_0.012_0.0495_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.858974838,-100,136,479
"('M0M1_0.012_0.0495_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.529871313,-100,136,479
"('M0M1_0.012_0.0495_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.858974838,-100,136,479
"('M0M1_0.012_0.0495_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.529871313,-100,136,479
"('M0M1_0.012_0.0495_ABA', (0, 0, 0, 0, 0, False))",,1.223210735,-100,280,401
"('M0M1_0.012_0.0495_ABA', (10, 0, 0, 0, 0, False))",,4.485106029,-100,280,401
"('M0M1_0.012_0.0495_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,0.727637611,-100,272,410
"('M0M1_0.012_0.0495_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,3.7962134,-100,272,410
"('M0M1_0.012_0.0495_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,0.727637611,-100,272,410
"('M0M1_0.012_0.0495_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,3.7962134,-100,272,410
"('M0M1_0.012_0.0495_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,0.727637611,-100,272,410
"('M0M1_0.012_0.0495_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,3.7962134,-100,272,410
"('M0M1_0.012_0.0495_BAB', (0, 0, 0, 0, 0, False))",,2.048001288,-100,176,387
"('M0M1_0.012_0.0495_BAB', (10, 0, 0, 0, 0, False))",,5.382206396,-100,176,387
"('M0M1_0.012_0.0495_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,0.788322757,-100,166,396
"('M0M1_0.012_0.0495_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,4.38440767,-100,166,396
"('M0M1_0.012_0.0495_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,0.788322757,-100,166,396
"('M0M1_0.012_0.0495_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,4.38440767,-100,166,396
"('M0M1_0.012_0.0495_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,0.788322757,-100,166,396
"('M0M1_0.012_0.0495_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,4.38440767,-100,166,396
"('M0M1_0.012_0.0495_BBB', (0, 0, 0, 0, 0, False))",,1.596803978,-100,248,367
"('M0M1_0.012_0.0495_BBB', (10, 0, 0, 0, 0, False))",,5.054735495,-100,248,367
"('M0M1_0.012_0.0495_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,1.210183324,-100,242,373
"('M0M1_0.012_0.0495_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,4.321822279,-100,242,373
"('M0M1_0.012_0.0495_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,1.210183324,-100,242,373
"('M0M1_0.012_0.0495_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,4.321822279,-100,242,373
"('M0M1_0.012_0.0495_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,1.210183324,-100,242,373
"('M0M1_0.012_0.0495_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,4.321822279,-100,242,373
"('M0M1_0.012_0.04_AAA', (0, 0, 0, 0, 0, False))",,1.290392461,-100,126,394
"('M0M1_0.012_0.04_AAA', (10, 0, 0, 0, 0, False))",,6.680145864,-100,126,394
"('M0M1_0.012_0.04_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.896572121,-100,114,406
"('M0M1_0.012_0.04_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.364378457,-100,114,406
"('M0M1_0.012_0.04_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.896572121,-100,114,406
"('M0M1_0.012_0.04_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.364378457,-100,114,406
"('M0M1_0.012_0.04_AAA_SRM_3', (0, 0, 0, 0, 0, False))",,1.896572121,-100,114,406
"('M0M1_0.012_0.04_AAA_SRM_3', (10, 0, 0, 0, 0, False))",,5.364378457,-100,114,406
"('M0M1_0.012_0.04_ABA', (0, 0, 0, 0, 0, False))",,1.794949135,-100,278,295
"('M0M1_0.012_0.04_ABA', (10, 0, 0, 0, 0, False))",,4.988346267,-100,278,295
"('M0M1_0.012_0.04_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.264027113,-100,274,299
"('M0M1_0.012_0.04_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,5.459051593,-100,274,299
"('M0M1_0.012_0.04_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.264027113,-100,274,299
"('M0M1_0.012_0.04_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,5.459051593,-100,274,299
"('M0M1_0.012_0.04_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.264027113,-100,274,299
"('M0M1_0.012_0.04_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,5.459051593,-100,274,299
"('M0M1_0.012_0.04_BAB', (0, 0, 0, 0, 0, False))",,2.574705277,-100,172,295
"('M0M1_0.012_0.04_BAB', (10, 0, 0, 0, 0, False))",,5.991828484,-100,172,295
"('M0M1_0.012_0.04_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.460175892,-100,168,299
"('M0M1_0.012_0.04_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,5.623944152,-100,168,299
"('M0M1_0.012_0.04_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.460175892,-100,168,299
"('M0M1_0.012_0.04_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,5.623944152,-100,168,299
"('M0M1_0.012_0.04_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.460175892,-100,168,299
"('M0M1_0.012_0.04_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,5.623944152,-100,168,299
"('M0M1_0.012_0.04_BBB', (0, 0, 0, 0, 0, False))",,2.19347322,-100,228,292
"('M0M1_0.012_0.04_BBB', (10, 0, 0, 0, 0, False))",,5.726216706,-100,228,292
"('M0M1_0.012_0.04_BBB_SRM_1', (0, 0, 0, 0, 0, False))",,2.414479911,-100,224,296
"('M0M1_0.012_0.04_BBB_SRM_1', (10, 0, 0, 0, 0, False))",,5.996132651,-100,224,296
"('M0M1_0.012_0.04_BBB_SRM_2', (0, 0, 0, 0, 0, False))",,2.414479911,-100,224,296
"('M0M1_0.012_0.04_BBB_SRM_2', (10, 0, 0, 0, 0, False))",,5.996132651,-100,224,296
"('M0M1_0.012_0.04_BBB_SRM_3', (0, 0, 0, 0, 0, False))",,2.414479911,-100,224,296
"('M0M1_0.012_0.04_BBB_SRM_3', (10, 0, 0, 0, 0, False))",,5.996132651,-100,224,296
"('M0M1_0.014_0.012_ABA', (0, 0, 0, 0, 0, False))",,1.490007025,0.963120012,144,124
"('M0M1_0.014_0.012_ABA', (10, 0, 0, 0, 0, False))",,8.725922,4.080902922,144,124
"('M0M1_0.014_0.012_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,0.986796386,0.353696801,144,124
"('M0M1_0.014_0.012_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,7.4757302,3.107376756,144,124
"('M0M1_0.014_0.012_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,0.986796386,0.353696801,144,124
"('M0M1_0.014_0.012_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,7.4757302,3.107376756,144,124
"('M0M1_0.014_0.012_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,0.986796386,0.353696801,144,124
"('M0M1_0.014_0.012_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,7.4757302,3.107376756,144,124
"('M0M1_0.014_0.012_BAB', (0, 0, 0, 0, 0, False))",,1.129067398,0.363411894,128,124
"('M0M1_0.014_0.012_BAB', (10, 0, 0, 0, 0, False))",,9.097899499,4.045077258,128,124
"('M0M1_0.014_0.012_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,0.839588546,0.796903402,128,124
"('M0M1_0.014_0.012_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,8.422403285,4.436175445,128,124
"('M0M1_0.014_0.012_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,0.839588546,0.796903402,128,124
"('M0M1_0.014_0.012_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,8.422403285,4.436175445,128,124
"('M0M1_0.014_0.012_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,0.839588546,0.796903402,128,124
"('M0M1_0.014_0.012_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,8.422403285,4.436175445,128,124
"('M0M1_0.014_0.014_ABA', (0, 0, 0, 0, 0, False))",,0.542158056,0.448731453,160,133
"('M0M1_0.014_0.014_ABA', (10, 0, 0, 0, 0, False))",,7.799594994,3.305659339,160,133
"('M0M1_0.014_0.014_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,0.874104807,0.38527751,160,133
"('M0M1_0.014_0.014_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,7.171016389,2.790077124,160,133
"('M0M1_0.014_0.014_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,0.874104807,0.38527751,160,133
"('M0M1_0.014_0.014_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,7.171016389,2.790077124,160,133
"('M0M1_0.014_0.014_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,0.874104807,0.38527751,160,133
"('M0M1_0.014_0.014_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,7.171016389,2.790077124,160,133
"('M0M1_0.014_0.014_BAB', (0, 0, 0, 0, 0, False))",,1.112069156,0.70597599,134,133
"('M0M1_0.014_0.014_BAB', (10, 0, 0, 0, 0, False))",,7.79376976,3.647586832,134,133
"('M0M1_0.014_0.014_BAB_SRM_1', (0, 0, 0, 0, 0, False))",,1.429684319,0.941953931,134,133
"('M0M1_0.014_0.014_BAB_SRM_1', (10, 0, 0, 0, 0, False))",,7.647261911,3.603556948,134,133
"('M0M1_0.014_0.014_BAB_SRM_2', (0, 0, 0, 0, 0, False))",,1.429684319,0.941953931,134,133
"('M0M1_0.014_0.014_BAB_SRM_2', (10, 0, 0, 0, 0, False))",,7.647261911,3.603556948,134,133
"('M0M1_0.014_0.014_BAB_SRM_3', (0, 0, 0, 0, 0, False))",,1.429684319,0.941953931,134,133
"('M0M1_0.014_0.014_BAB_SRM_3', (10, 0, 0, 0, 0, False))",,7.647261911,3.603556948,134,133
"('M0M1_0.014_0.016_ABA', (0, 0, 0, 0, 0, False))",,1.717337615,0.41358634,202,131
"('M0M1_0.014_0.016_ABA', (10, 0, 0, 0, 0, False))",,7.90761682,3.445733688,202,131
"('M0M1_0.014_0.016_ABA_SRM_1', (0, 0, 0, 0, 0, False))",,1.062160135,0.62119157,202,131
"('M0M1_0.014_0.016_ABA_SRM_1', (10, 0, 0, 0, 0, False))",,6.745044687,2.802512796,202,131
"('M0M1_0.014_0.016_ABA_SRM_2', (0, 0, 0, 0, 0, False))",,1.062160135,0.62119157,202,131
"('M0M1_0.014_0.016_ABA_SRM_2', (10, 0, 0, 0, 0, False))",,6.745044687,2.802512796,202,131
"('M0M1_0.014_0.016_ABA_SRM_3', (0, 0, 0, 0, 0, False))",,1.062160135,0.62119157,202,131
"('M0M1_0.014_0.016_ABA_SRM_3', (10, 0, 0, 0, 0, False))",,6.745044687,2.802512796,202,131
"('M0M1_0.014_0.016_BAB', (0, 0, 0, 0, 0, False))",,0.987331933,0.780957288,136,131
